Start Time,End Time,Activity ID,Activity Name,Description,Location Name,Time Zone,Offset,Duration (h:m:s),Elapsed Duration (h:m:s),Moving Duration (h:m:s),Activity Parent,Activity Type,Event Type,Device,Gear,Privacy,File Format,Distance (km),Average Speed (km/h),Average Speed (km/h or min/km),Average Moving Speed (km/h),Average Moving Speed (km/h or min/km),Max. Speed (km/h),Max. Speed (km/h or min/km),Elevation Gain (m),Elevation Loss (m),Elevation Min. (m),Elevation Max. (m),Elevation Corrected,Begin Latitude (°DD),Begin Longitude (°DD),End Latitude (°DD),End Longitude (°DD),Max. Heart Rate (bpm),Average Heart Rate (bpm),Calories,VO2max,Aerobic Training Effect,Anaerobic Training Effect,Avg. Run Cadence,Max. Run Cadence,Stride Length,Steps,Avg. Cadence (rpm),Max. Cadence (rpm),Strokes,Avg. Temp (°C),Min. Temp (°C),Max. Temp (°C)
2021-03-03T07:13:34+18:00,2021-03-03T09:14:14+18:00,6367095418,105. ESS GDL Santa Cecilia II,,Guadalajara,America/Chicago,+18:00,01:45:48,02:00:40,01:44:07,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,21.29941,12.07800007,04:58,12.27470363,04:53,15.11639957,03:58,307,258,1512,1577.6,FALSE,20.700583,-103.289478,20.703725,-103.2847,194,156,1201,60,3,0.8,169.61,230,116.13,16176,,,,21.21740441,18,28
2021-03-02T07:50:19+18:00,2021-03-02T08:51:36+18:00,6362575083,104. ESS GDL Jardines de la Cruz II,,Guadalajara,America/Chicago,+18:00,00:59:37,01:01:17,00:59:19,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,12.69278,12.77280035,04:42,12.84008464,04:40,14.68080025,04:05,43,46,1572.8,1601.8,FALSE,20.640527,-103.39029,20.638959,-103.380797,182,154,724,60,2.9,,172.86,256,122.16,10226,,,,20.80190317,19,26
2021-02-26T07:03:15+18:00,2021-02-26T09:03:36+18:00,6337542876,103. ESS GDL La Moderna,,Guadalajara,America/Chicago,+18:00,01:43:11,02:00:21,01:42:45,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,17.15025,9.971999931,06:01,10.01534076,05:59,12.83039961,04:41,78,53,1538.4,1571.6,FALSE,20.666386,-103.368516,20.665563,-103.365362,161,131,871,,2.4,,162.67,240,100.45,16606,,,,19.84018987,16,25
2021-02-25T07:34:45+18:00,2021-02-25T09:18:36+18:00,6332135327,102. ESS GDL Santa Cecilia y San Miguel Huentitán,,Guadalajara,America/Chicago,+18:00,01:34:58,01:43:51,01:34:32,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,19.62854,12.40199976,04:50,12.45771978,04:49,14.61240005,04:06,297,271,1528.2,1581.6,FALSE,20.698698,-103.293963,20.699492,-103.293556,194,158,1144,60,3,0.9,171.8,205,118,16106,,,,20.2322461,18,26
2021-02-24T07:28:59+18:00,2021-02-24T08:59:31+18:00,6326205893,101. ESS GDL Margarita Maza y La Joya,,Guadalajara,America/Chicago,+18:00,01:22:43,01:30:32,01:21:59,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,16.66791,12.09239988,04:58,12.19915844,04:55,15.82199993,03:48,94,69,1542.8,1579,FALSE,20.710115,-103.306718,20.70819,-103.300798,182,153,941,60,2.8,0.2,169.64,190,117.64,13610,,,,20.32182808,19,28
2021-02-20T07:06:27+18:00,2021-02-20T09:13:06+18:00,6302745250,100. ESS GDL La Perla,,Guadalajara,America/Chicago,+18:00,01:55:13,02:06:39,01:53:49,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,23.49031,12.23280001,04:54,12.38294582,04:51,14.64479942,04:06,171,124,1540.4,1579.2,FALSE,20.678234,-103.340052,20.677813,-103.331659,183,154,1266,60,3.1,,170.42,212,116.13,18184,,,,17.51053408,15,23
2021-02-19T07:45:46+18:00,2021-02-19T08:42:20+18:00,6296758966,99. ESS GDL La Joyita y San Miguel Huentitán,,Guadalajara,America/Chicago,+18:00,00:46:44,00:56:34,00:44:35,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,8.92183,11.45519972,05:14,12.00680972,05:00,14.27760029,04:12,58,26,1540,1579.8,FALSE,20.715614,-103.297946,20.715327,-103.296644,173,148,521,60,2.4,,164.94,250,113.83,6934,,,,18.1830842,15,25
2021-02-18T07:32:58+18:00,2021-02-18T08:34:30+18:00,6291678814,98. ESS GDL El Fresno I,,Guadalajara,America/Chicago,+18:00,00:59:24,01:01:32,00:59:06,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,12.33537,12.45959988,04:49,12.52179891,04:47,15.41879997,03:53,38,42,1586.6,1607,FALSE,20.658401,-103.381113,20.658603,-103.380426,172,153,719,60,2.9,,173.95,182,117.13,8534,,,,16.84188053,15,24
2021-02-17T07:11:25+18:00,2021-02-17T09:36:36+18:00,6286768827,97. ESS GDL Colonia Oblatos,,Guadalajara,America/Chicago,+18:00,02:03:15,02:25:11,02:02:04,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,25.98744,12.65039978,04:45,12.77330052,04:42,16.1567997,03:43,125,106,1539.8,1581.2,FALSE,20.691576,-103.30904,20.689857,-103.299677,183,157,1434,60,3.2,1,172.62,256,120.84,21042,,,,14.99889386,13,24
2021-02-16T07:13:15+18:00,2021-02-16T08:23:57+18:00,6281127122,96. ESS GDL Dr. Atl,,Guadalajara,America/Chicago,+18:00,00:50:35,01:10:42,00:50:06,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,9.48021,11.24640026,05:20,11.35368456,05:17,15.14880066,03:58,126,113,1509.4,1560.2,FALSE,20.723799,-103.292587,20.719481,-103.294839,188,147,559,60,2.4,0.4,165.61,224,109.98,6972,,,,15.69033843,13,26
2021-02-13T07:37:45+18:00,2021-02-13T08:38:17+18:00,6265557613,95. ESS GDL Lomas Independencia,,Guadalajara,America/Chicago,+18:00,00:49:30,01:00:32,00:49:02,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,10.20653,12.36960039,04:51,12.48929605,04:48,14.68080025,04:05,75,48,1526.6,1554.2,FALSE,20.692516,-103.323636,20.690254,-103.322905,177,152,593,60,2.5,,169.97,197,118.72,7470,,,,16.72339625,15,24
2021-02-12T07:31:10+18:00,2021-02-12T09:06:57+18:00,6260402682,94. ESS GDL Postes Cuates,,Guadalajara,America/Chicago,+18:00,01:28:50,01:35:47,01:28:16,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,18.7124,12.6395997,04:45,12.72030831,04:43,14.58000069,04:07,109,82,1550.4,1580.8,FALSE,20.693569,-103.323158,20.685893,-103.318163,177,158,1086,60,2.9,,170.66,223,121.57,14978,,,,17.23991245,15,25
2021-02-11T07:19:34+18:00,2021-02-11T08:32:47+18:00,6255399096,93. ESS GDL Americana III,,Guadalajara,America/Chicago,+18:00,01:09:04,01:13:13,01:08:25,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,11.32289,9.838800144,06:06,9.929547935,06:03,12.69719982,04:44,57,51,1543.4,1572.4,FALSE,20.675926,-103.368448,20.673047,-103.367738,146,126,576,,2,,163.77,178,98.53,11246,,,,17.2097702,15,24
2021-02-10T07:22:43+18:00,2021-02-10T09:03:39+18:00,6250382346,92. ESS GDL Oblatos y Guadalajara Ote.,,Guadalajara,America/Chicago,+18:00,01:29:07,01:40:56,01:28:28,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,19.55393,13.16520023,04:33,13.26218393,04:31,15.68519955,03:50,93,59,1564.2,1590.6,FALSE,20.700744,-103.303459,20.703975,-103.298528,184,161,1179,60,3.4,0.9,175.22,217,123.04,15478,,,,17.82692148,15,26
2021-02-09T07:36:07+18:00,2021-02-09T08:43:51+18:00,6245084586,91. ESS GDL Colinas de Huentitán,,Guadalajara,America/Chicago,+18:00,00:53:42,01:07:44,00:51:48,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,10.09741,11.28240023,05:19,11.69645149,05:08,15.08040047,03:59,94,67,1523.4,1556.2,FALSE,20.72029,-103.299567,20.724441,-103.298023,174,146,579,60,2.2,0.1,161.09,221,113.38,8430,,,,18.11057995,16,27
2021-02-06T06:47:31+18:00,2021-02-06T08:50:26+18:00,6240623369,90. ESS GDL Colón Industrial y Del Sur,,Guadalajara,America/Chicago,+18:00,01:46:02,02:02:55,01:45:27,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,22.28265,12.61080008,04:45,12.67923348,04:44,15.62040081,03:50,126,79,1540.4,1579,FALSE,20.644184,-103.370974,20.639079,-103.37505,179,153,1238,61,3,0.2,172.02,219,119.65,18120,,,,17.32090691,15,26
2021-02-05T06:59:51+18:00,2021-02-05T08:18:58+18:00,6223725484,89. ESS GDL Americana II,,Guadalajara,America/Chicago,+18:00,01:04:35,01:19:07,01:03:44,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,10.49729,9.752400398,06:09,9.88238602,06:04,12.59640026,04:46,36,18,1558,1578.6,FALSE,20.676904,-103.367261,20.676181,-103.365087,147,126,545,,2,,161.92,226,96.58,10300,,,,18.84468618,17,25
2021-02-04T07:18:06+18:00,2021-02-04T08:59:39+18:00,6218483977,"88. ESS GDL Santa Rosa, Oblatos Pte",,Guadalajara,America/Chicago,+18:00,01:34:53,01:41:33,01:34:36,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,19.84742,12.54960022,04:47,12.58832213,04:46,14.94719982,04:01,109,115,1549.2,1586,FALSE,20.70244,-103.309408,20.699557,-103.3105,177,156,1127,60,2.9,,172.69,185,119.33,16266,,,,19.53440504,16,27
2021-02-03T07:20:46+18:00,2021-02-03T09:05:23+18:00,6213074605,87. ESS GDL Circunvalación Belisario,,Guadalajara,America/Chicago,+18:00,01:28:45,01:44:37,01:27:49,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,18.45397,12.47399969,04:49,12.60917143,04:46,15.72120037,03:49,137,96,1512.4,1545,FALSE,20.693613,-103.320961,20.695622,-103.322034,183,152,1001,60,2.7,0.2,169.66,241,119.37,14140,,,,19.77666919,17,27
2021-01-31T06:41:37+18:00,2021-01-31T10:15:13+18:00,6198015012,86. ESS GDL Zona Industrial,,Guadalajara,America/Chicago,+18:00,03:00:17,03:33:36,02:59:18,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,38.5907,12.84480028,04:40,12.91401603,04:39,16.49159946,03:38,163,135,1529.6,1575.2,FALSE,20.644524,-103.371239,20.649658,-103.366499,186,155,2085,60,3.5,0.5,175.94,256,119.53,24122,,,,18.42724018,15,26
2021-01-29T07:22:31+18:00,2021-01-29T08:50:48+18:00,6185764650,85. ESS GDL Las Torres y Del Sur,,Guadalajara,America/Chicago,+18:00,01:15:10,01:28:17,01:14:33,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,15.62899,12.47399969,04:49,12.57881603,04:46,14.81399918,04:03,99,51,1550.8,1584.4,FALSE,20.652882,-103.372517,20.656372,-103.380376,,,1203,,,,167.73,183,123.84,12804,,,,17.75622571,16,26
2021-01-27T07:03:18+18:00,2021-01-27T08:41:31+18:00,6175696422,84. ESS GDL Huentitán El Alto y El Verde,,Guadalajara,America/Chicago,+18:00,01:20:50,01:38:13,01:20:21,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,16.73508,12.42000017,04:50,12.49653614,04:48,18.44280052,03:15,126,73,1516.6,1558.6,FALSE,20.723145,-103.316205,20.722392,-103.308217,,,1294,,,,167.19,198,123.56,13748,,,,15.58602809,14,25
2021-01-24T07:38:28+18:00,2021-01-24T09:53:14+18:00,6160657494,83. ESS GDL Centro Barranquitas y El Retiro,,Guadalajara,America/Chicago,+18:00,01:51:19,02:14:46,01:50:44,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,18.33641,9.881999588,06:04,9.934800489,06:02,13.13280001,04:34,168,100,1505,1542.2,FALSE,20.68461,-103.345504,20.68427,-103.337075,,,1410,,,,161.11,179,102.26,18104,,,,20.17206693,17,26
2021-01-23T06:59:04+18:00,2021-01-23T09:15:53+18:00,6154342825,"82. ESS GDL Colón, J. De La Cruz, L. De Legaspi",,Guadalajara,America/Chicago,+18:00,01:53:54,02:16:49,01:53:01,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,24.0093,12.64680004,04:45,12.74562432,04:42,16.02360077,03:45,147,88,1561.8,1591.8,FALSE,20.647364,-103.369353,20.640346,-103.375381,182,156,1274,59,3,0.1,172.94,233,119.45,19506,,,,18.45842588,16,26
2021-01-22T07:03:13+18:00,2021-01-22T09:03:54+18:00,6148738742,81. ESS GDL Huentitán El Bajo y Panorámica de Huentitán,,Guadalajara,America/Chicago,+18:00,01:37:47,02:00:41,01:36:47,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,19.04272,11.68560019,05:08,11.80547559,05:05,16.4592001,03:39,273,188,1464,1522.4,FALSE,20.739005,-103.311431,20.737905,-103.311613,181,151,1047,59,2.7,0.4,167.42,256,112.48,15858,,,,19.02650704,17,26
2021-01-21T06:44:30+18:00,2021-01-21T08:23:18+18:00,6143536190,80. ESS GDL Americana y Obrera,,Guadalajara,America/Chicago,+18:00,01:27:11,01:38:48,01:26:42,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,14.01383,9.644399643,06:13,9.698890662,06:11,11.55600014,05:12,71,56,1556,1578,FALSE,20.675708,-103.373616,20.67524,-103.372819,144,127,728,,2.2,,161.95,256,97.16,13868,,,,19.14039587,18,25
2021-01-20T07:22:22+18:00,2021-01-20T09:38:40+18:00,6138667103,79. ESS GDL Huentitán El Bajo,,Guadalajara,America/Chicago,+18:00,01:54:43,02:16:18,01:54:07,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,22.42224,11.72519989,05:07,11.78896783,05:05,14.94719982,04:01,364,316,1455.4,1529.2,FALSE,20.735303,-103.320567,20.734288,-103.314653,190,155,1271,59,3,1.3,169.06,256,113.12,18996,,,,19.86095233,17,28
2021-01-19T07:30:28+18:00,2021-01-19T09:15:56+18:00,6133225756,78. ESS GDL Lomas del Paraíso IV,,Guadalajara,America/Chicago,+18:00,01:17:57,01:45:28,01:16:17,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,13.90462,10.70280018,05:36,10.93677449,05:29,13.63680038,04:24,182,156,1454,1529.6,FALSE,20.732548,-103.326875,20.733258,-103.31905,185,148,816,59,2.5,0.4,166.23,256,105.2,12534,,,,18.93483649,16,25
2021-01-17T08:25:29+18:00,2021-01-17T11:33:34+18:00,6124026637,"77. ESS GDL La Federacha, San Vicente, San Marcos",,Guadalajara,America/Chicago,+18:00,02:23:34,03:08:05,02:22:24,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,29.34327,12.26159964,04:54,12.3636185,04:51,14.71319962,04:05,234,145,1540.2,1587,FALSE,20.711434,-103.306422,20.702861,-103.309218,186,157,1719,59,3.4,0.6,172.12,240,116.72,24418,,,,20.65274259,17,27
2021-01-16T07:40:51+18:00,2021-01-16T09:09:19+18:00,6116810681,76. ESS GDL Lomas del Paraíso III,,Guadalajara,America/Chicago,+18:00,01:14:17,01:28:28,01:12:44,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,13.40033,10.82160015,05:33,11.05529098,05:26,13.63680038,04:24,252,199,1442.4,1518.2,FALSE,20.729205,-103.32733,20.729877,-103.328206,186,149,796,59,2.5,0.5,162.83,256,107.07,11772,,,,18.70684987,17,26
2021-01-14T06:48:31+18:00,2021-01-14T08:12:37+18:00,6106003909,75. ESS GDL Americana y Centro,,Guadalajara,America/Chicago,+18:00,01:18:45,01:24:06,01:17:49,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,12.31991,9.385200405,06:24,9.498511817,06:19,11.35440016,05:17,48,49,1536,1566.8,FALSE,20.67816,-103.373504,20.677398,-103.370513,,,968,,,,160.23,243,97.64,12702,,,,21.08463315,19,27
2021-01-13T06:52:40+18:00,2021-01-13T08:44:20+18:00,6100976731,74. ESS GDL Jardines de la Cruz I,,Guadalajara,America/Chicago,+18:00,01:43:09,01:51:40,01:42:39,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,22.03856,12.81960039,04:41,12.8819661,04:39,14.54399986,04:08,134,74,1564.8,1588.8,FALSE,20.645979,-103.387226,20.645481,-103.386096,177,156,1208,60,3.1,,173.42,185,121.06,17668,,,,16.76167398,15,27
2021-01-12T07:39:17+18:00,2021-01-12T08:43:38+18:00,6095602586,73. ESS GDL Lomas del Paraíso II,,Guadalajara,America/Chicago,+18:00,00:59:29,01:04:21,00:59:12,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,11.63766,11.73599997,05:07,11.79562653,05:05,14.2092001,04:13,174,170,1476.8,1549.2,FALSE,20.7235,-103.323087,20.724458,-103.316198,185,155,729,59,2.9,0.1,169,256,114.27,9894,,,,17.42713904,15,26
2021-01-11T18:16:53+18:00,2021-01-11T18:52:46+18:00,6093220814,72. ESS GDL Sta. Eduwiges,,Guadalajara,America/Chicago,+18:00,00:33:54,00:35:53,00:33:42,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,7.00179,12.39119968,04:51,12.46455394,04:49,14.1407999,04:15,20,19,1586.8,1598.6,FALSE,20.642539,-103.395225,20.639636,-103.395683,176,158,443,60,2.9,,170.19,180,119.33,5714,,,,23.2753879,22,29
2021-01-09T07:41:22+18:00,2021-01-09T10:12:34+18:00,6080056057,71. ESS GDL Zona Centro I,,Guadalajara,America/Chicago,+18:00,02:02:05,02:31:12,02:01:42,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,27.12315,13.33080025,04:30,13.37221897,04:29,15.8543993,03:47,103,64,1532.4,1553.4,FALSE,20.686615,-103.353747,20.686855,-103.34557,183,163,1561,60,3.5,0.7,174.41,208,122.78,19522,,,,20.36375143,17,26
2021-01-08T07:54:38+18:00,2021-01-08T08:50:13+18:00,6073917904,70. ESS GDL Lomas del Paraíso I,,Guadalajara,America/Chicago,+18:00,00:51:02,00:55:35,00:50:37,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,9.66428,11.36159964,05:17,11.45465185,05:14,13.63680038,04:24,184,158,1478,1544.6,FALSE,20.724075,-103.327387,20.724089,-103.324638,186,151,594,59,2.8,1.1,166.02,250,112.23,8348,,,,17.46529371,15,26
2021-01-07T07:12:39+18:00,2021-01-07T08:33:51+18:00,6068869344,69. ESS GDL Americana I,,Guadalajara,America/Chicago,+18:00,01:15:06,01:21:12,01:14:34,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,11.82576,9.45,06:21,9.515431504,06:18,11.72160015,05:07,35,34,1550.4,1565.8,FALSE,20.679015,-103.373787,20.670171,-103.373471,161,129,634,,2.1,,161.67,212,96.59,11952,,,,21.00543541,19,26
2021-01-05T07:30:05+18:00,2021-01-05T09:15:58+18:00,6058367264,68. ESS GDL Lomas del Paraíso y El Jagüey,,Guadalajara,America/Chicago,+18:00,01:29:44,01:45:53,01:28:32,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,16.76669,11.2104003,05:21,11.36278754,05:17,20.25359974,02:58,345,285,1453.8,1536.4,FALSE,20.723765,-103.33113,20.721092,-103.323972,188,152,989,60,2.8,1.5,165.77,256,110.54,14612,,,,17.1156088,15,25
2020-12-30T07:19:23+18:00,2020-12-30T09:06:19+18:00,6026008707,67. ESS GDL La Federacha y Jardines de Santa Isabel,,Guadalajara,America/Chicago,+18:00,01:36:28,01:46:56,01:35:49,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,20.16113,12.53880014,04:47,12.6243116,04:45,15.24960022,03:56,157,105,1516.8,1559.8,FALSE,20.713518,-103.318832,20.709933,-103.314292,183,159,1183,60,3,0.1,170.17,211,120.32,16132,,,,17.22369537,15,26
2020-12-27T09:52:55+18:00,2020-12-27T10:34:19+18:00,6011552626,66. ESS GDL Infonavit Estadio y Popular No. 9,,Guadalajara,America/Chicago,+18:00,00:35:48,00:41:24,00:35:20,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,6.7999,11.3975996,05:16,11.54699983,05:12,14.97959919,04:00,26,11,1552.2,1573.2,FALSE,20.715017,-103.320112,20.715784,-103.315266,170,146,398,61,2,,165.62,188,111.21,5758,,,,22.2578469,20,26
2020-12-26T07:57:49+18:00,2020-12-26T09:34:54+18:00,6006062516,65. ESS GDL Arcos Vallarta,,Guadalajara,America/Chicago,+18:00,01:19:15,01:37:05,01:18:47,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,18.03093,13.6512002,04:24,13.73328506,04:22,17.90280018,03:21,74,33,1566.8,1584.6,FALSE,20.675479,-103.377537,20.666978,-103.376564,196,161,1072,61,3.7,1.3,175.28,198,127.84,13602,,,,17.64917874,16,24
2020-12-24T07:21:28+18:00,2020-12-24T08:55:30+18:00,5997770625,64. ESS GDL Jardines del Bosque III,,Guadalajara,America/Chicago,+18:00,01:00:45,01:34:02,01:00:18,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,13.04782,12.88799973,04:39,12.98275871,04:37,16.08839951,03:44,68,29,1577,1603.2,FALSE,20.665804,-103.384312,20.666483,-103.375531,178,153,762,60,2.5,0.4,172.66,187,122.13,10390,,,,16.78551957,15,25
2020-12-22T07:36:23+18:00,2020-12-22T08:43:36+18:00,5989145738,63. ESS GDL Artesanos y Centro II,,Guadalajara,America/Chicago,+18:00,01:01:34,01:07:13,01:01:24,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,13.45196,13.10760012,04:35,13.14570165,04:34,15.11639957,03:58,54,54,1542.2,1567.4,FALSE,20.687663,-103.358933,20.686811,-103.35792,184,162,853,59,3.4,0.5,176.23,187,120.65,10754,,,,17.43280497,16,25
